iteration,norm,alpha,lam,rms,timestamp
3,2,0,0,4.893525947316078,15-02-2017 23:30:38
4,2,0,0,4.893525947316335,15-02-2017 23:30:38
5,2,0,0,4.89352594731589,15-02-2017 23:30:39
6,2,0,0,4.893525947315929,15-02-2017 23:30:39
7,2,0,0,4.893525947316075,15-02-2017 23:30:39
8,2,0,0,4.893525947316062,15-02-2017 23:30:40
9,2,0,0,4.893525947315934,15-02-2017 23:30:40
10,2,0,0,4.893525947315885,15-02-2017 23:30:41
11,2,0,0,4.893525947315844,15-02-2017 23:30:42
12,2,0,0,4.8935259473157755,15-02-2017 23:30:42
13,2,0,0,4.893525947315934,15-02-2017 23:30:43
14,2,0,0,4.8935259473158,15-02-2017 23:30:43
